BVayne,BSona,BJax,BSyndra,BSion,RZac,RTeemo,RJinx,RNasus,RCassiopeia,RTrue
BCaitlyn,BTeemo,BKatarina,BLee Sin,BThresh,RBlitzcrank,RUdyr,RJinx,RRiven,RAhri,RTrue
BGaren,BJhin,BVladimir,BLux,BRengar,RFiddlesticks,RGragas,RAurelion Sol,RDraven,RWukong,RFalse
BJanna,BEzreal,BWukong,BRiven,BZyra,RXerath,RJayce,RAmumu,RLucian,RBraum,RTrue
BZyra,BJarvan IV,BDr. Mundo,BBrand,BJinx,RAatrox,RMorgana,RCaitlyn,RYasuo,RKhaZix,RTrue
BAshe,BYasuo,BZyra,BGragas,BKled,RKatarina,RVayne,RJax,RLee Sin,RVeigar,RFalse
BJarvan IV,BVeigar,BTwitch,BPantheon,BGragas,RZyra,RWukong,RBrand,RMiss Fortune,RDr. Mundo,RTrue
BLux,BThresh,BLucian,BRengar,BMordekaiser,RMaster Yi,RVarus,RSona,RGaren,RKayle,RFalse
BEkko,BMorgana,BCaitlyn,BZac,BAkali,RJax,RLee Sin,RBrand,RSivir,RLissandra,RTrue
BZac,BMorgana,BEkko,BLucian,BIllaoi,RAnnie,RGaren,RLee Sin,RMiss Fortune,RLissandra,RTrue
BOlaf,BXin Zhao,BJhin,BLissandra,BLeona,RNautilus,RZed,RKayle,RCaitlyn,RZilean,RFalse
BJarvan IV,BWarwick,BJinx,BZilean,BZed,RBlitzcrank,RNunu,RRiven,RCaitlyn,RKayle,RFalse
BXin Zhao,BVladimir,BNautilus,BVayne,BYorick,RRenekton,RYasuo,RFizz,RJinx,RSoraka,RFalse
BLux,BMiss Fortune,BJinx,BAatrox,BElise,RCaitlyn,RUdyr,RLee Sin,RSoraka,RKatarina,RFalse
BOrianna,BZyra,BPoppy,BJinx,BKayle,RRiven,RAhri,RThresh,RTeemo,RAshe,RFalse
BGraves,BZyra,BLulu,BRenekton,BCaitlyn,RYasuo,RBlitzcrank,RJhin,RGragas,RIllaoi,RTrue
BCaitlyn,BJanna,BGangplank,BKarma,BShyvana,RJinx,RDarius,RLucian,RLee Sin,RMorgana,RTrue
BTristana,BYasuo,BRiven,BThresh,BGragas,RNami,RJax,RJhin,RZed,RNidalee,RTrue
BBard,BLucian,BAkali,BDr. Mundo,BAhri,RYasuo,RBrand,RXin Zhao,RGraves,RZed,RFalse
BMaster Yi,BKayle,BSona,BEzreal,BOrianna,RThresh,RGragas,RAshe,RDarius,RWukong,RFalse
BAkali,BLucian,BWarwick,BThresh,BFiora,RBlitzcrank,RGraves,RRenekton,RKassadin,RVayne,RFalse
BTaric,BBrand,BCorki,BJax,BMalzahar,RLux,RTwitch,RAhri,RRiven,RShaco,RFalse
BOrianna,BMaster Yi,BDraven,BHeimerdinger,BLeona,RCaitlyn,RLux,RWarwick,RAurelion Sol,RShen,RTrue
BXayah,BAlistar,BLee Sin,BYasuo,BMorgana,RJax,RZed,RDraven,RSoraka,RShen,RTrue
BBrand,BLux,BJhin,BHecarim,BDr. Mundo,RNunu,RDarius,ROrianna,RTwitch,RThresh,RTrue
BKennen,BLee Sin,BBlitzcrank,BOrianna,BAshe,RJanna,RRiven,RJinx,RKhaZix,RAhri,RFalse
BJanna,BDarius,BCassiopeia,BCaitlyn,BUdyr,RGalio,RLee Sin,RSinged,RTristana,RKennen,RFalse
BMalzahar,BNunu,BMaokai,BTristana,BPantheon,RAshe,RElise,RDr. Mundo,RZiggs,RThresh,RFalse
BTristana,BYasuo,BRiven,BThresh,BGragas,RNami,RJax,RJhin,RZed,RNidalee,RTrue
BJax,BFiddlesticks,BMiss Fortune,BAshe,BAhri,RTristana,RNunu,RSwain,RUrgot,RJanna,RFalse
BVeigar,BAshe,BMorgana,BIrelia,BGraves,RSyndra,RRenekton,RZac,RTristana,RBrand,RFalse
BEkko,BRenekton,BNautilus,BCaitlyn,BVi,RDiana,RKhaZix,REvelynn,RMiss Fortune,RThresh,RFalse
BJhin,BLeona,BZed,BKayle,BXin Zhao,RKatarina,REkko,RCaitlyn,RJanna,RGalio,RFalse
BYasuo,BOlaf,BMiss Fortune,BAlistar,BKarma,RAshe,RShaco,RBlitzcrank,RCassiopeia,RRiven,RFalse
BJanna,BMaster Yi,BXayah,BXerath,BFizz,RAnivia,RLee Sin,RAshe,RThresh,RNasus,RFalse
BJax,BCamille,BJanna,BMalzahar,BJhin,ROrianna,RJayce,RAshe,RShaco,RThresh,RTrue
BTryndamere,BLucian,BDiana,BThresh,BCorki,RJarvan IV,RKatarina,RVayne,RZilean,RJax,RFalse
BVayne,BSinged,BKhaZix,BCassiopeia,BJanna,RTeemo,RRyze,RHecarim,RBlitzcrank,RJhin,RTrue
BSwain,BLulu,BMalzahar,BShyvana,BAshe,RDraven,RAlistar,RZac,RJarvan IV,RKassadin,RFalse
BMaster Yi,BAshe,BVladimir,BThresh,BAhri,RSion,RVeigar,RLee Sin,RLucian,RJayce,RFalse
BAkali,BThresh,BRekSai,BJhin,BOrianna,RKassadin,RLucian,RMaster Yi,RKayle,RLux,RTrue
BVarus,BRakan,BGalio,BLux,BLee Sin,RDraven,RThresh,RRumble,RIrelia,RRekSai,RTrue
BAshe,BAhri,BVi,BJanna,BJax,RCamille,RElise,REzreal,RJhin,RThresh,RFalse
BLee Sin,BVel'Koz,BJax,BTwitch,BBlitzcrank,RZilean,RJhin,RCamille,RTaliyah,RNunu,RFalse
BAshe,BTryndamere,BBraum,BKayle,BMaster Yi,RGangplank,RChoGath,RBlitzcrank,RKassadin,RTristana,RFalse
BRakan,BRiven,BXin Zhao,BAnnie,BXayah,RVeigar,RMaster Yi,RJarvan IV,RBrand,RTwitch,RTrue
BLee Sin,BEkko,BJarvan IV,BXayah,BRakan,RThresh,RLucian,RDarius,RGragas,RAkali,RTrue
BDraven,BGnar,BLee Sin,BLulu,BEkko,RJax,RJhin,RSoraka,RGalio,RChoGath,RFalse
BGalio,BZiggs,BJinx,BPantheon,BKarma,RHecarim,RBraum,RCaitlyn,RVel'Koz,RDarius,RFalse
BLee Sin,BSwain,BNami,BVayne,BMorgana,RSona,RShyvana,RJhin,RSyndra,RFizz,RTrue
BQuinn,BYasuo,BSoraka,BElise,BVarus,RIllaoi,RCaitlyn,RLee Sin,RKarthus,RVeigar,RTrue
BTristana,BYasuo,BRiven,BThresh,BGragas,RNami,RJax,RJhin,RZed,RNidalee,RTrue
BEkko,BTrundle,BTwitch,BBlitzcrank,BQuinn,ROlaf,REzreal,RVeigar,RJayce,RNautilus,RTrue
BMiss Fortune,BJax,BNunu,BVladimir,BThresh,RBlitzcrank,RLucian,RGragas,RVayne,RPantheon,RTrue
BThresh,BTwitch,BZed,BRenekton,BUdyr,RPantheon,RMaokai,RLulu,RVayne,RRakan,RTrue
BGangplank,BTwitch,BSoraka,BZac,BBlitzcrank,RThresh,RViktor,RXayah,RKindred,RDr. Mundo,RFalse
BTrundle,BBrand,BAlistar,BLee Sin,BDraven,RRenekton,RKassadin,REzreal,RXin Zhao,RBard,RFalse
BChoGath,BBlitzcrank,BKhaZix,BAnnie,BJhin,RThresh,RRekSai,RKatarina,RNasus,RXayah,RTrue
BKled,BKhaZix,BAlistar,BLux,BXayah,RPantheon,RZiggs,RLeBlanc,RSion,RWarwick,RFalse
BVel'Koz,BKatarina,BXayah,BGnar,BLee Sin,RAnnie,RJhin,RNasus,RKhaZix,RThresh,RTrue
BTwisted Fate,BShen,BGalio,BLeona,BJhin,RCaitlyn,RBlitzcrank,RJax,ROlaf,RCorki,RTrue
BTwitch,BGangplank,BFizz,BKhaZix,BVladimir,RShaco,RMalphite,RCaitlyn,RLeona,RMordekaiser,RTrue
BKled,BSivir,BAmumu,BBrand,BLulu,RVladimir,RAnivia,RZilean,RAshe,RXin Zhao,RTrue
BEkko,BMaokai,BGangplank,BRakan,BXayah,RMiss Fortune,RKarthus,RNunu,RTrundle,RThresh,RFalse
BZilean,BDraven,BTryndamere,BFizz,BZac,RRiven,RVayne,RZed,RSoraka,RLee Sin,RFalse
BShaco,BLux,BRekSai,BRenekton,BCaitlyn,RFizz,ROlaf,RVayne,RFiora,RThresh,RTrue
BSona,BJinx,BCamille,BMalzahar,BVolibear,RFizz,RKhaZix,RYasuo,RLucian,RBrand,RTrue
BSwain,BFiora,BHecarim,BTristana,BZyra,RLucian,RKassadin,RRumble,RNami,RLee Sin,RTrue
BSivir,BLulu,BVladimir,BGalio,BJax,RNami,RMaster Yi,RJarvan IV,RLucian,RLeBlanc,RTrue
BJax,BFiddlesticks,BMiss Fortune,BAshe,BAhri,RTristana,RNunu,RSwain,RUrgot,RJanna,RFalse
BKalista,BAmumu,BJax,BTalon,BRakan,RPoppy,RZyra,RKarthus,RLucian,RWarwick,RTrue
BDraven,BIrelia,BLee Sin,BXerath,BThresh,RMorgana,RTwitch,RBrand,RLucian,RJax,RTrue
BAkali,BWarwick,BMorgana,BTeemo,BLucian,RJax,RJinx,RShyvana,RAnnie,RBlitzcrank,RFalse
BAzir,BTryndamere,BYasuo,BCaitlyn,BPoppy,RSona,RJax,RVayne,RRekSai,ROrianna,RFalse
BMiss Fortune,BKindred,BZac,BSona,BSwain,RRakan,RAnivia,RVayne,ROlaf,RNasus,RFalse
BKatarina,BGnar,BLeona,BCorki,BNidalee,RJhin,RShaco,RThresh,RJax,RMorgana,RTrue
BBlitzcrank,BKindred,BJarvan IV,BCaitlyn,BAhri,RDraven,RIrelia,RXerath,RMalzahar,RDiana,RFalse
BXin Zhao,BNami,BSyndra,BKindred,BMiss Fortune,RChoGath,RJhin,RElise,RJayce,RDarius,RFalse
BJhin,BVi,BAhri,BJax,BLeona,RThresh,RCaitlyn,RTalon,RZac,RPantheon,RFalse
BBrand,BKled,BLucian,BZed,BMaokai,RAlistar,RJax,RDiana,RTristana,RTryndamere,RFalse
BJax,BElise,BKalista,BTahm Kench,BEkko,RKhaZix,ROrianna,RAshe,RNautilus,RIrelia,RTrue
BHecarim,BFizz,BZyra,BJinx,BJax,RShyvana,RSwain,REkko,RSoraka,RCaitlyn,RFalse
BAnnie,BDraven,BLee Sin,BVeigar,BShen,RTryndamere,RJax,RJinx,RKarma,RKennen,RFalse
BAnnie,BLee Sin,BJax,BKarma,BTristana,RKled,RNunu,RDraven,RThresh,RBrand,RTrue
BXin Zhao,BJax,BCaitlyn,BSyndra,BSona,RDraven,RViktor,RThresh,RShaco,RKled,RFalse
BAhri,BSona,BUdyr,BTristana,BJax,RKatarina,RWarwick,RBrand,RLucian,RCamille,RFalse
BTristana,BRumble,BNautilus,BLee Sin,BEzreal,RKayle,RNunu,RLeona,RKogMaw,RGnar,RTrue
BZyra,BJax,BMiss Fortune,BJhin,BIvern,RTristana,RThresh,RGangplank,RTaliyah,RRammus,RFalse
BRiven,BKhaZix,BAnivia,BNami,BXayah,RLeona,RLux,RJax,RWarwick,RTristana,RTrue
BAnivia,BJax,BNunu,BJinx,BThresh,RLux,RLucian,REkko,RTwitch,RXin Zhao,RFalse
BRiven,BKogMaw,BZilean,BXin Zhao,BSona,RViktor,RAshe,RLulu,RGragas,RRenekton,RFalse
BTristana,BGangplank,BLux,BGalio,BAmumu,RMorgana,RNunu,RTeemo,RCaitlyn,RChoGath,RTrue
BJanna,BUdyr,BGaren,BTwitch,BYasuo,RJax,RZac,RZed,RZilean,RVayne,RFalse
BJax,BFiddlesticks,BMiss Fortune,BAshe,BAhri,RTristana,RNunu,RSwain,RUrgot,RJanna,RFalse
BXerath,BBlitzcrank,BLucian,BWarwick,BOlaf,RAlistar,RNunu,RRekSai,RDraven,RKassadin,RFalse
BTaliyah,BRenekton,BThresh,BJhin,BRengar,RTristana,RVeigar,RJax,RIrelia,RJanna,RTrue
BTristana,BEvelynn,BPoppy,BJax,BJanna,RCaitlyn,RAhri,RThresh,RSion,RLee Sin,RTrue
BOlaf,BCorki,BKayle,BFiora,BBlitzcrank,RAhri,RMaster Yi,RBrand,RPantheon,RTristana,RTrue
BHeimerdinger,BLee Sin,BRenekton,BThresh,BXayah,RKassadin,RTahm Kench,RTristana,RChoGath,RKhaZix,RFalse
BJanna,BUdyr,BTristana,BSyndra,BKennen,RLeona,RDraven,RFiora,RRiven,RKatarina,RFalse
BRengar,BTryndamere,BAshe,BSivir,BMorgana,RRiven,RGragas,RBlitzcrank,RZed,RJinx,RTrue
BBard,BTryndamere,BTristana,BKhaZix,BAhri,RMorgana,RRenekton,RLucian,RGraves,RThresh,RTrue
BVayne,BGnar,BNunu,BAnnie,BAhri,RAnivia,RNautilus,REzreal,RZyra,RKayle,RFalse
BBrand,BSion,BJhin,BJayce,BRammus,REzreal,RSoraka,RAhri,RKhaZix,RPantheon,RFalse
BJinx,BYasuo,BMalphite,BFiddlesticks,BOlaf,RJax,RTristana,RAmumu,RZyra,RRiven,RTrue
BWarwick,BNasus,BDarius,BDraven,BTalon,REzreal,RMalzahar,RRiven,RBraum,RMaster Yi,RTrue
BZilean,BOrianna,BGnar,BRengar,BJinx,RLee Sin,RTwitch,RVel'Koz,REkko,RZyra,RTrue
BJinx,BLee Sin,BShen,BFiddlesticks,BAnivia,ROrianna,RZac,RJhin,RSoraka,RChoGath,RFalse
BTeemo,BCaitlyn,BThresh,BJax,BChoGath,RJarvan IV,RPantheon,RLulu,RLux,RVayne,RFalse
BKarma,BLee Sin,BTristana,BZed,BGragas,RIvern,RAhri,RThresh,RRekSai,RJhin,RFalse
BZed,BShen,BPantheon,BJax,BVarus,RBrand,RWarwick,RLucian,RTryndamere,REkko,RFalse
BTrundle,BBlitzcrank,BVel'Koz,BEzreal,BGangplank,RGalio,RMaster Yi,RLucian,RCaitlyn,RMorgana,RFalse
BYorick,BRakan,BAnnie,BVayne,BMaster Yi,RSyndra,RJax,RRammus,RAshe,RThresh,RTrue
BLee Sin,BMalphite,BYasuo,BBraum,BCaitlyn,RGragas,RRekSai,RRakan,RVayne,RFizz,RTrue
BCaitlyn,BAhri,BNami,BShyvana,BSinged,RDraven,RSona,RTeemo,RJax,RBrand,RFalse
BLucian,BAnivia,BRiven,BThresh,BWarwick,RMorgana,RKennen,RTristana,RXerath,RLee Sin,RTrue
BRiven,BVayne,BBrand,BGalio,BXin Zhao,RCorki,RLulu,RAnnie,RAshe,RTrundle,RFalse
BNasus,BJax,BCaitlyn,BFiddlesticks,BKayle,RPantheon,ROlaf,RFizz,RLucian,RMorgana,RTrue
BMiss Fortune,BThresh,BRiven,BViktor,BElise,RFiddlesticks,RGangplank,RGalio,REvelynn,RTwitch,RFalse
BTrundle,BBard,BTwitch,BNunu,BYasuo,RZyra,RLee Sin,RCaitlyn,RXerath,RRekSai,RFalse
BVi,BAhri,BGraves,BBraum,BVayne,RAshe,RFiddlesticks,RRenekton,RHeimerdinger,RKhaZix,RFalse
BGragas,BXerath,BViktor,BShaco,BLucian,REzreal,RWarwick,RXin Zhao,RRakan,RSwain,RTrue
BMorgana,BLee Sin,BCaitlyn,BGalio,BYasuo,RIvern,RJinx,RAnnie,RRekSai,RPoppy,RTrue
BGraves,BEkko,BRiven,BMorgana,BAshe,RJarvan IV,RKayle,RMaster Yi,RKarma,RJinx,RTrue
BRiven,BBlitzcrank,BDraven,BChoGath,BLee Sin,RMaster Yi,RJhin,RMordekaiser,RMorgana,RLucian,RTrue
BXayah,BLeBlanc,BDr. Mundo,BKindred,BNami,RZed,RShen,RBard,RTeemo,RCaitlyn,RFalse
BGangplank,BAnnie,BVayne,BThresh,BWarwick,RBrand,RJarvan IV,RZed,RTwitch,RAkali,RTrue
BZiggs,BLulu,BLucian,BCamille,BLee Sin,RRekSai,RZac,RAkali,RAlistar,RJinx,RTrue
BYasuo,BJhin,BSona,BJarvan IV,BTwisted Fate,RZiggs,RAnnie,RVarus,RTryndamere,RCamille,RTrue
BOrianna,BSion,BLulu,BVayne,BShaco,RLucian,RTeemo,ROlaf,RFizz,RMorgana,RFalse
BLee Sin,BNasus,BDraven,BThresh,BAhri,RBlitzcrank,RJhin,RWarwick,RLux,RYorick,RTrue
BJax,BFiddlesticks,BMiss Fortune,BAshe,BAhri,RTristana,RNunu,RSwain,RUrgot,RJanna,RFalse
BCaitlyn,BThresh,BChoGath,BZed,BShen,ROrianna,RLucian,RNautilus,RTryndamere,RXin Zhao,RTrue
BTwitch,BSona,BAshe,BRenekton,BNidalee,RElise,RTristana,RSoraka,RVel'Koz,RRiven,RTrue
BVeigar,BFizz,BShen,BThresh,BTristana,RTrundle,RVarus,RZiggs,RKhaZix,RBrand,RTrue
BCassiopeia,BSion,BTeemo,BGnar,BDraven,RVarus,RThresh,RLee Sin,RTaliyah,RKayle,RFalse
BIrelia,BLucian,BThresh,BWukong,BYasuo,RJax,RIllaoi,RLissandra,RAshe,RRiven,RTrue
BSivir,BGragas,BJanna,BKarthus,BTrundle,RPoppy,RCaitlyn,RRakan,ROrianna,RNunu,RTrue
BNocturne,BLux,BTristana,BWukong,BOrianna,RNidalee,RTalon,RRenekton,RBrand,RCaitlyn,RFalse
BThresh,BLux,BJhin,BGraves,BRiven,RVi,RTryndamere,RLeona,REzreal,ROrianna,RTrue
BMaokai,BJinx,BPoppy,BOrianna,BGraves,RVarus,RMiss Fortune,RMaster Yi,RJarvan IV,RAnnie,RFalse
BZyra,BFizz,BDiana,BAshe,BRenekton,RLeBlanc,RGraves,RXin Zhao,RMiss Fortune,RThresh,RTrue
BBard,BNocturne,BShen,BSyndra,BLucian,REvelynn,RKatarina,RPantheon,REzreal,RBrand,RTrue
BMaster Yi,BGangplank,BTristana,BVayne,BAlistar,RThresh,RKhaZix,RMorgana,RMiss Fortune,RRammus,RFalse
BRiven,BLux,BTristana,BDarius,BLeona,RViktor,RWarwick,RJax,RTwitch,RThresh,RTrue
BNautilus,BZilean,BAnnie,BTristana,BRumble,RJax,RTeemo,RJinx,RTwisted Fate,RWarwick,RFalse
BZac,BZiggs,BRiven,BOrianna,BTahm Kench,RXayah,RBlitzcrank,RYorick,RVolibear,RZed,RTrue
BAnnie,BAshe,BLeona,BJax,BUdyr,RFiora,RCaitlyn,RRakan,ROrianna,RMaster Yi,RTrue
BPoppy,BFizz,BMorgana,BWukong,BAshe,REzreal,RBrand,RXin Zhao,RViktor,RJayce,RFalse
BTristana,BEzreal,BDarius,BEvelynn,BBrand,RVayne,RGnar,RFizz,RJarvan IV,RNami,RTrue
BYasuo,BTryndamere,BLucian,BMaokai,BJanna,RAnnie,RTristana,REkko,RJax,RBlitzcrank,RTrue
BFizz,BSoraka,BEkko,BFiora,BJhin,RTwitch,RSion,RJax,RKassadin,RAmumu,RFalse
BBraum,BTwitch,BWarwick,BRiven,BFizz,RGnar,RBlitzcrank,RNunu,RKarthus,RKogMaw,RTrue
BJax,BFiddlesticks,BMiss Fortune,BAshe,BAhri,RTristana,RNunu,RSwain,RUrgot,RJanna,RFalse
BRiven,BGaren,BVayne,BLux,BWarwick,RCassiopeia,RFiora,RBlitzcrank,RLee Sin,RMiss Fortune,RFalse
BKled,BMaster Yi,BMiss Fortune,BNautilus,BFizz,RJhin,RBraum,RMorgana,RRiven,RPoppy,RTrue
BThresh,BJinx,BFizz,BKhaZix,BGangplank,REkko,RKennen,RHecarim,RTwitch,RBlitzcrank,RFalse
BAhri,BSoraka,BTristana,BRiven,BLee Sin,RShaco,RThresh,RPantheon,RCorki,RVayne,RTrue
BNunu,BAhri,BTristana,BPantheon,BBard,RVeigar,RJinx,RGragas,RZac,RLux,RFalse
BGragas,BMorgana,BTeemo,BXayah,BFizz,RTristana,RTryndamere,RSona,RShyvana,RZed,RTrue
BEkko,BLucian,BWarwick,BJayce,BSoraka,RFizz,RNasus,RZilean,RZac,RDraven,RTrue
BXerath,BCaitlyn,BTrundle,BSona,BWarwick,RNami,RXayah,RHecarim,RPantheon,RAhri,RTrue
BKennen,BJinx,BKhaZix,BLeona,BVeigar,RTristana,RSoraka,RViktor,RWarwick,RGalio,RTrue
BLeona,BCaitlyn,BKayle,BMaster Yi,BHeimerdinger,RFizz,RJhin,RTryndamere,RNami,RJinx,RTrue
BDraven,BKarma,BKassadin,BKindred,BFizz,RTeemo,RJhin,RZyra,ROrianna,RNunu,RFalse
BLulu,BLux,BJayce,BVarus,BNunu,RPantheon,RNami,RJinx,RIllaoi,RCorki,RTrue
BTeemo,BBard,BFizz,BJax,BTristana,RAshe,RXin Zhao,REkko,RMiss Fortune,RMalzahar,RFalse
BLee Sin,BLucian,BDr. Mundo,BFiddlesticks,BCorki,RKassadin,REzreal,RThresh,RZac,RYasuo,RTrue
BOlaf,BLux,BGnar,BLulu,BCaitlyn,RBrand,RAhri,RTristana,RVladimir,RWarwick,RTrue
BRenekton,BFizz,BZyra,BVi,BVayne,RLucian,RChoGath,RBlitzcrank,RRyze,RCamille,RFalse
BTeemo,BJhin,BLee Sin,BSyndra,BXin Zhao,RMorgana,RWarwick,RLucian,RKassadin,RTrundle,RTrue
BAhri,BPantheon,BNami,BCaitlyn,BCassiopeia,RFizz,RLux,RMaster Yi,RJax,RVayne,RTrue
BCaitlyn,BAmumu,BEkko,BMalphite,BThresh,RMorgana,RWukong,RAshe,RXin Zhao,RKayle,RTrue
BMaokai,BBard,BLucian,BGraves,BGaren,RRiven,RYasuo,RCaitlyn,RNami,RElise,RTrue
BLux,BXayah,BDarius,BMaster Yi,BRakan,RVel'Koz,RJinx,RKhaZix,RNasus,RKatarina,RFalse
BJhin,BLux,BZed,BAkali,BVi,RBraum,RVeigar,RKhaZix,RCamille,RDraven,RTrue
BJhin,BYorick,BRengar,BViktor,BBlitzcrank,RZiggs,RTwitch,RBrand,RWukong,RNunu,RFalse
BCaitlyn,BBlitzcrank,BTryndamere,BAhri,BLee Sin,RJax,RVeigar,RThresh,RChoGath,RAshe,RTrue
BMorgana,BJinx,BMaokai,BTeemo,BMalzahar,RAshe,RVel'Koz,RUdyr,RBard,RKled,RTrue
BMiss Fortune,BKassadin,BLucian,BSejuani,BBraum,RSoraka,RKindred,RZiggs,RRiven,RVayne,RFalse
BThresh,BFiddlesticks,BAshe,BJayce,BWarwick,RFizz,RBraum,RNunu,RCaitlyn,RTrundle,RTrue
BMorgana,BMaster Yi,BAhri,BAshe,BGalio,RSyndra,RZac,RRiven,RLucian,RNami,RTrue
BZed,BTwitch,BMalphite,BGaren,BLee Sin,RWukong,RNami,RCaitlyn,RYorick,RMorgana,RTrue
BTryndamere,BNunu,BThresh,BCaitlyn,BViktor,RXin Zhao,RGragas,RRenekton,RLucian,RBard,RTrue
BRiven,BAshe,BThresh,BAzir,BJarvan IV,RGraves,RTwitch,RBard,RAhri,RFiora,RTrue
BJinx,BBard,BNasus,BElise,BSona,RMalzahar,RVayne,RSoraka,REzreal,RJarvan IV,RFalse
BGraves,BVarus,BIrelia,BLux,BBard,RAshe,RKassadin,RFiddlesticks,RBraum,RShen,RFalse
BTristana,BTryndamere,BTalon,BJarvan IV,BVel'Koz,RVayne,RXin Zhao,RDraven,RSejuani,RKassadin,RFalse
BEkko,BRenekton,BNautilus,BCaitlyn,BVi,RDiana,RKhaZix,REvelynn,RMiss Fortune,RThresh,RFalse
BZac,BVladimir,BTryndamere,BJhin,BSona,RGaren,REzreal,RJarvan IV,RRakan,RZed,RFalse
BFizz,BAshe,BTryndamere,BBard,BGragas,RFiora,RTahm Kench,RThresh,RTwisted Fate,RKogMaw,RFalse
BJhin,BOrianna,BWukong,BGnar,BThresh,RJax,RAshe,REkko,RAmumu,RMalzahar,RFalse
BLee Sin,BNami,BBrand,BVayne,BGaren,RDraven,RDr. Mundo,REkko,RZed,RBlitzcrank,RTrue
BGragas,BOrianna,BLulu,BXayah,BAkali,RMaokai,RZac,RZiggs,RZilean,RVayne,RFalse
BSyndra,BShen,BMaokai,BVayne,BJax,RTristana,RNocturne,RRenekton,RBard,RBrand,RTrue
BKatarina,BKalista,BLulu,BTryndamere,BGraves,RHeimerdinger,RWarwick,RMorgana,RAshe,RBard,RTrue
BVarus,BThresh,BZed,BTryndamere,BGragas,RBraum,RRyze,RDraven,RElise,RGalio,RTrue
BMalphite,BGragas,BJhin,BYasuo,BTryndamere,RJanna,RKatarina,RCorki,RLee Sin,RGnar,RFalse
BSwain,BEzreal,BAmumu,BBard,BTryndamere,RCaitlyn,RBrand,RAatrox,RZed,RKhaZix,RTrue
BYasuo,BTryndamere,BThresh,BNocturne,BCaitlyn,RBard,RFizz,RMiss Fortune,RRekSai,RPantheon,RFalse
BTwisted Fate,BJinx,BNocturne,BTryndamere,BLeona,RJax,RLux,RLucian,RSion,RMaster Yi,RTrue
BLux,BTryndamere,BJax,BZiggs,BJhin,RSoraka,RGragas,RAnivia,RDraven,RPantheon,RTrue
BVayne,BGragas,BAzir,BTryndamere,BSoraka,RKatarina,RTalon,RJinx,RKhaZix,RGnar,RFalse
BThresh,BCaitlyn,BShaco,BOrianna,BJayce,RMaokai,RRenekton,RGragas,RSyndra,RLucian,RFalse
BOlaf,BGalio,BCaitlyn,BOrianna,BRakan,RShen,RJinx,RNunu,RVeigar,RTryndamere,RTrue
BAnnie,BBard,BJhin,BNocturne,BDr. Mundo,RNautilus,RTristana,RSyndra,RTeemo,RVi,RTrue
BJhin,BXin Zhao,BAlistar,BOrianna,BDr. Mundo,RNasus,RJarvan IV,RThresh,RXayah,RLeBlanc,RTrue
BZyra,BLucian,BZac,BDr. Mundo,BZiggs,RAnivia,RSkarner,RTristana,RRiven,RBard,RFalse
BRiven,BEvelynn,BTahm Kench,BDraven,BVayne,RVarus,RTaliyah,RDr. Mundo,RThresh,RJax,RFalse
BWukong,BAnnie,BLee Sin,BLeona,BCaitlyn,RDr. Mundo,RSivir,RBraum,ROrianna,RAmumu,RTrue
BTryndamere,BUdyr,BEkko,BDraven,BJanna,RGaren,REzreal,RLux,RGragas,RThresh,RTrue
BTaliyah,BLucian,BJayce,BBlitzcrank,BLee Sin,RVel'Koz,RMiss Fortune,RMaster Yi,RDr. Mundo,RAurelion Sol,RFalse
BKarma,BPantheon,BJinx,BNunu,BGalio,RTryndamere,RKatarina,RWarwick,RLeona,RLucian,RFalse
BTryndamere,BTalon,BGragas,BLulu,BTwitch,RVayne,RHeimerdinger,RThresh,RKhaZix,RAkali,RTrue
BAlistar,BPantheon,BEvelynn,BJhin,BJinx,RZiggs,RZac,RVarus,RLux,RTryndamere,RTrue
BTryndamere,BYasuo,BJinx,BGragas,BAlistar,RThresh,RLee Sin,RKayle,RIrelia,RTwitch,RFalse
BSoraka,BJinx,BLux,BIllaoi,BOlaf,RGnar,RVi,RYasuo,RSona,RCaitlyn,RTrue
BBrand,BDiana,BVayne,BRenekton,BLee Sin,RSyndra,RNautilus,RRiven,RDarius,RTristana,RTrue
BBrand,BLee Sin,BRenekton,BThresh,BTwitch,RGraves,RJanna,RIllaoi,RKalista,RKarthus,RFalse
BTaric,BAshe,BSyndra,BJarvan IV,BFiddlesticks,RChoGath,RKhaZix,RThresh,RCaitlyn,RGalio,RTrue
BJhin,BLee Sin,BBrand,BPantheon,BGalio,RBraum,RCaitlyn,RKarma,RRammus,RSwain,RFalse
BLeona,BJax,BZyra,BJhin,BMalzahar,RLucian,RCassiopeia,REvelynn,RCaitlyn,RThresh,RTrue
BZac,BZed,BSona,BGangplank,BVayne,RCaitlyn,RYorick,RBlitzcrank,RShyvana,RYasuo,RTrue
BCaitlyn,BKatarina,BRenekton,BLee Sin,BXin Zhao,RAshe,RLeBlanc,RVladimir,RSkarner,RMorgana,RTrue
BKarma,BTahm Kench,BMaster Yi,BSivir,BKled,RRammus,RRiven,REkko,RAshe,RBlitzcrank,RFalse
BLee Sin,BDiana,BJanna,BGalio,BAshe,RLucian,RMaster Yi,RVeigar,RThresh,RFiddlesticks,RFalse
BEkko,BRenekton,BNautilus,BCaitlyn,BVi,RDiana,RKhaZix,REvelynn,RMiss Fortune,RThresh,RFalse
